violationnumber,violationtype,form,violationdate,casenumber,casetype,officer,violationjurisdiction,court,docket,appearancedate,outcomedate,outcomestat,receipt,offense,ObjectId
V23-021311,VET/CITE,01-0180,2023/04/29 20:15:00+00,A23-115278-1,VET NOTICE FOLLOW UP,OFFICER GOODMAN,40208,05/22/23,P360389,2023/04/28 00:00:00,,CONV CITA,,91.090,23814
V23-021309,CIT DD/PDD,P360417,2023/04/05 23:04:00+00,A23-114238-2,INVESTIGAT ANI ATTACK,OFFICER MCKECHNIE,40245,04/14/23,,,,,,91.150,23815
V23-021317,VRED/CP,VR23-274573,2023/10/07 15:14:00+00,A23-114398-1,XTRA SERVE VIOL OTC,OFFICER LANNING,40218,10/18/23,V23-021317,2023/10/08 00:00:00,,HAND ADMIN,R23-274573,91.071,23816
V23-021318,VOTC/CITE,VR23-274575,2023/04/06 20:54:00+00,A23-114399-1,XTRA SERVE VIOL OTC,OFFICER LANNING,40218,04/20/23,P403607,2023/04/06 00:00:00,,CONV CITA,,91.002,23817
V23-021318,VOTC/CITE,VR23-274575,2023/04/06 20:54:00+00,A23-114399-1,XTRA SERVE VIOL OTC,OFFICER LANNING,40218,04/20/23,P403607,2023/04/06 00:00:00,,CONV CITA,,91.071,23818
V23-021325,VIOL NOTIC,01-0204,2023/04/07 14:34:00+00,A23-114193-1,INVESTIGAT NEGLI,OFFICER RATLIFF,40204,,,2023/06/07 00:00:00,2023/05/05 00:00:00,COMPLIED,,91.020,23819
V23-021325,VIOL NOTIC,01-0204,2023/04/07 14:34:00+00,A23-114193-1,INVESTIGAT NEGLI,OFFICER RATLIFF,40204,,,2023/06/07 00:00:00,2023/05/05 00:00:00,COMPLIED,,91.020,23820
V23-021326,CIT DD/PDD,P403603,2023/04/06 17:05:00+00,A23-114199-2,INVESTIGAT ANI ATTACK,,40218,04/27/23,,,,,,91.150,23821
V23-021326,CIT DD/PDD,P403603,2023/04/06 17:05:00+00,A23-114199-2,INVESTIGAT ANI ATTACK,,40218,04/27/23,,,,,,91.020,23822
V23-021321,CIT DD/PDD,P360382,2023/04/06 23:13:00+00,A23-113449-6,INVESTIGAT BITE,OFFICER GOODMAN,40211,05/08/23,,,,,,91.150,23823
V23-021321,CIT DD/PDD,P360382,2023/04/06 23:13:00+00,A23-113449-6,INVESTIGAT BITE,OFFICER GOODMAN,40211,05/08/23,,,,,,91.072,23824
V23-021324,WARNING,01-52393,2023/04/07 00:01:00+00,A23-114381-1,INVESTIGAT NEGLI,OFFICER REUL,40216,,,2023/06/20 00:00:00,2023/06/30 00:00:00,COMPLIED,R23-279320,91.020,23825
V23-021326,CIT DD/PDD,P403603,2023/04/06 17:05:00+00,A23-114199-2,INVESTIGAT ANI ATTACK,,40218,04/27/23,,,,,,91.002,23826
V23-021326,CIT DD/PDD,P403603,2023/04/06 17:05:00+00,A23-114199-2,INVESTIGAT ANI ATTACK,,40218,04/27/23,,,,,,91.071,23827
V23-021326,CIT DD/PDD,P403603,2023/04/06 17:05:00+00,A23-114199-2,INVESTIGAT ANI ATTACK,,40218,04/27/23,,,,,,91.150,23828
V23-021326,CIT DD/PDD,P403603,2023/04/06 17:05:00+00,A23-114199-2,INVESTIGAT ANI ATTACK,,40218,04/27/23,,,,,,91.020,23829
V23-021326,CIT DD/PDD,P403603,2023/04/06 17:05:00+00,A23-114199-2,INVESTIGAT ANI ATTACK,,40218,04/27/23,,,,,,91.002,23830
V23-021326,CIT DD/PDD,P403603,2023/04/06 17:05:00+00,A23-114199-2,INVESTIGAT ANI ATTACK,,40218,04/27/23,,,,,,91.071,23831
V23-021326,CIT DD/PDD,P403603,2023/04/06 17:05:00+00,A23-114199-2,INVESTIGAT ANI ATTACK,,40218,04/27/23,,,,,,91.150,23832
V23-021326,CIT DD/PDD,P403603,2023/04/06 17:05:00+00,A23-114199-2,INVESTIGAT ANI ATTACK,,40218,04/27/23,,,,,,91.020,23833
V23-021326,CIT DD/PDD,P403603,2023/04/06 17:05:00+00,A23-114199-2,INVESTIGAT ANI ATTACK,,40218,04/27/23,,,,,,91.002,23834
V23-021326,CIT DD/PDD,P403603,2023/04/06 17:05:00+00,A23-114199-2,INVESTIGAT ANI ATTACK,,40218,04/27/23,,,,,,91.071,23835
V23-021243,VET/CRIM,01-52449,2023/05/09 15:04:00+00,A23-114032-1,INVESTIGAT NEGLI,OFFICER RATLIFF,40212,,4505872,2023/04/04 00:00:00,2023/04/27 00:00:00,CONV CRIM,,91.090,23836
V23-021244,WARNING,01-52449,2023/03/29 18:43:00+00,,,,40212,,,2023/08/05 00:00:00,2023/09/04 00:00:00,DISMISSED,,91.091,23837
V23-021246,VIOL NOTIC,01-0201,2023/03/30 18:26:00+00,A23-114120-1,OWNED AGGRESSIVE,OFFICER RATLIFF,40223,,,2023/05/31 00:00:00,2023/03/30 00:00:00,COMPLIED,,91.020,23838
V23-021247,VET,01-51799,2023/03/30 19:44:00+00,A23-114128-1,STRAY SICK,OFFICER MATTINGLY,40212,,,2023/04/13 00:00:00,2023/04/21 00:00:00,DISMISSED,,91.090,23839
V23-021248,WARN/CP,01-51799,2023/08/27 19:00:00+00,A23-114128-1,STRAY SICK,OFFICER MATTINGLY,40212,09/06/23,V23-021248,2023/08/10 00:00:00,,HAND ADMIN,,91.020,23840
V23-021249,VIOL RED,VR23-273995,2023/03/30 20:41:00+00,,,,40218,,,2023/03/31 00:00:00,2023/04/04 00:00:00,COMPLIED,R23-273995,91.002,23841
V23-021249,VIOL RED,VR23-273995,2023/03/30 20:41:00+00,,,,40218,,,2023/03/31 00:00:00,2023/04/04 00:00:00,COMPLIED,R23-273995,91.020,23842
V23-021249,VIOL RED,VR23-273995,2023/03/30 20:41:00+00,,,,40218,,,2023/03/31 00:00:00,2023/04/04 00:00:00,COMPLIED,R23-273995,91.071,23843
V23-021253,CIT DD/PDD,P360318,2023/03/30 22:03:00+00,A23-114138-1,INVESTIGAT ANI ATTACK,OFFICER LANNING,40214,04/20/23,,,,,,91.020,23844
V23-021253,CIT DD/PDD,P360318,2023/03/30 22:03:00+00,A23-114138-1,INVESTIGAT ANI ATTACK,OFFICER LANNING,40214,04/20/23,,,,,,91.020,23845
V23-021253,CIT DD/PDD,P360318,2023/03/30 22:03:00+00,A23-114138-1,INVESTIGAT ANI ATTACK,OFFICER LANNING,40214,04/20/23,,,,,,91.150,23846
V23-021256,VIOL CTER,VR23-274006,2023/03/31 14:16:00+00,,,,40218,,,2023/03/31 10:37:00,2023/03/31 00:00:00,COMPLIED,R23-274006,91.071,23847
V22-017832,CIT DD/PDD,P366604,2022/01/20 19:58:00+00,A21-098007-7,INVESTIGAT BITE,OFFICER CLARK,40272,02/17/22,,,,,,91.020,23848
V22-017914,CIVIL PEN,02-100214,2022/02/02 22:19:00+00,A22-099164-2,OWNED AGGRESSIVE,OFFICER MCKECHNIE,40216,,,2022/02/12 17:19:00,,HAND ADMIN,,91.004,23849
V22-017914,CIVIL PEN,02-100214,2022/02/02 22:19:00+00,A22-099164-2,OWNED AGGRESSIVE,OFFICER MCKECHNIE,40216,,,2022/02/12 17:19:00,,HAND ADMIN,,91.004,23850
V23-021257,VET,VR23-274006,2023/03/31 14:16:00+00,,,,40218,,,2023/04/01 00:00:00,2023/03/31 00:00:00,COMPLIED,,91.090,23851
V22-018032,CIVIL PEN,02-100607,2022/02/26 16:20:00+00,A22-098248-4,NUISANCE RESTRAINT,OFFICER MCMICHAEL,40207,,,2022/03/08 18:00:00,,HAND ADMIN,,91.004,23852
V22-017921,VIOL NOTIC,01-52166,2022/02/05 14:11:00+00,A22-099232-1,INVESTIGAT NEGLI,OFFICER RATLIFF,40299,,,2022/04/05 00:00:00,2022/03/07 00:00:00,COMPLIED,R22-244325,91.020,23853
V22-017834,CITATION,P194039,2022/01/21 00:55:00+00,A22-098740-3,ASSIST ACO,OFFICER COLLINS,40212,02/03/22,,,,,,91.020,23854
V23-021263,VIOL CTER,VR23-274144,2023/04/01 16:15:00+00,,,,40218,,,2023/04/01 12:15:00,2023/04/01 00:00:00,COMPLIED,R23-274144,91.002,23855
V22-018060,VIOL CTER,VR22-244033,2022/03/02 20:10:00+00,A22-100073-1,XTRA SERVE,OFFICER COLLINS,40218,,,2022/03/02 15:15:00,2022/03/02 00:00:00,COMPLIED,R22-244033,91.071,23856
V22-017922,VIOL NOTIC,01-52167,2022/02/06 16:22:00+00,A22-099264-1,INVESTIGAT NEGLI,OFFICER RATLIFF,40291,,,2022/09/02 00:00:00,2022/10/26 00:00:00,DISMISSED,,91.020,23857
V22-017834,CITATION,P194039,2022/01/21 00:55:00+00,A22-098740-3,ASSIST ACO,OFFICER COLLINS,40212,02/03/22,,,,,,91.020,23858
V23-021263,VIOL CTER,VR23-274144,2023/04/01 16:15:00+00,,,,40218,,,2023/04/01 12:15:00,2023/04/01 00:00:00,COMPLIED,R23-274144,91.020,23859
V22-018063,VIOL CTER,VR22-244096,2022/03/03 17:40:00+00,A22-100121-1,XTRA SERVE,OFFICER COLLINS,40218,,,2022/03/03 13:08:00,2022/03/03 00:00:00,COMPLIED,R22-244096,91.002,23860
V22-017922,VIOL NOTIC,01-52167,2022/02/06 16:22:00+00,A22-099264-1,INVESTIGAT NEGLI,OFFICER RATLIFF,40291,,,2022/09/02 00:00:00,2022/10/26 00:00:00,DISMISSED,,91.020,23861
V22-017834,CITATION,P194039,2022/01/21 00:55:00+00,A22-098740-3,ASSIST ACO,OFFICER COLLINS,40212,02/03/22,,,,,,91.020,23862
V23-021263,VIOL CTER,VR23-274144,2023/04/01 16:15:00+00,,,,40218,,,2023/04/01 12:15:00,2023/04/01 00:00:00,COMPLIED,R23-274144,91.071,23863
V22-018063,VIOL CTER,VR22-244096,2022/03/03 17:40:00+00,A22-100121-1,XTRA SERVE,OFFICER COLLINS,40218,,,2022/03/03 13:08:00,2022/03/03 00:00:00,COMPLIED,R22-244096,91.071,23864
V22-017922,VIOL NOTIC,01-52167,2022/02/06 16:22:00+00,A22-099264-1,INVESTIGAT NEGLI,OFFICER RATLIFF,40291,,,2022/09/02 00:00:00,2022/10/26 00:00:00,DISMISSED,,91.020,23865
V22-017834,CITATION,P194039,2022/01/21 00:55:00+00,A22-098740-3,ASSIST ACO,OFFICER COLLINS,40212,02/03/22,,,,,,91.020,23866
V23-021264,VIOL CTER,VR23-274194,2023/04/01 18:11:00+00,,,,40218,,,2023/04/01 14:11:00,2023/04/01 00:00:00,COMPLIED,R23-274194,91.002,23867
V22-018065,VIOL CTER,VR22-244102,2022/03/03 18:41:00+00,,,,40218,,,2022/03/03 13:56:00,2022/03/03 00:00:00,COMPLIED,R22-244102,91.002,23868
V22-017922,VIOL NOTIC,01-52167,2022/02/06 16:22:00+00,A22-099264-1,INVESTIGAT NEGLI,OFFICER RATLIFF,40291,,,2022/09/02 00:00:00,2022/10/26 00:00:00,DISMISSED,,91.020,23869
V22-017846,CIT DD/PDD,P361979,2022/01/23 01:04:00+00,A22-098795-2,ASSIST ACO,OFFICER GOODMAN,40218,02/08/22,,,,,,91.072,23870
V23-021264,VIOL CTER,VR23-274194,2023/04/01 18:11:00+00,,,,40218,,,2023/04/01 14:11:00,2023/04/01 00:00:00,COMPLIED,R23-274194,91.020,23871
V22-018064,VIOL CTER,VR22-244102,2022/03/03 18:41:00+00,,,,40218,,,2022/03/03 13:56:00,2022/03/03 00:00:00,COMPLIED,R22-244102,91.002,23872
V22-017926,VIOL CTER,VR22-238495,2022/02/07 18:07:00+00,,,,40218,,,2022/02/07 13:07:00,2022/02/07 00:00:00,COMPLIED,R22-238495,91.002,23873
V22-017846,CIT DD/PDD,P361979,2022/01/23 01:04:00+00,A22-098795-2,ASSIST ACO,OFFICER GOODMAN,40218,02/08/22,,,,,,91.020,23874
V22-018064,VIOL CTER,VR22-244102,2022/03/03 18:41:00+00,,,,40218,,,2022/03/03 13:56:00,2022/03/03 00:00:00,COMPLIED,R22-244102,91.020,23875
V22-017926,VIOL CTER,VR22-238495,2022/02/07 18:07:00+00,,,,40218,,,2022/02/07 13:07:00,2022/02/07 00:00:00,COMPLIED,R22-238495,91.020,23876
V22-017854,CIVIL PEN,02-100213,2022/01/24 15:54:00+00,A22-098819-1,NUISANCE BARK,OFFICER MCKECHNIE,40218,,,2022/04/18 00:00:00,,HAND ADMIN,,91.004,23877
V22-017926,VIOL CTER,VR22-238495,2022/02/07 18:07:00+00,,,,40218,,,2022/02/07 13:07:00,2022/02/07 00:00:00,COMPLIED,R22-238495,91.071,23878
V23-021264,VIOL CTER,VR23-274194,2023/04/01 18:11:00+00,,,,40218,,,2023/04/01 14:11:00,2023/04/01 00:00:00,COMPLIED,R23-274194,91.071,23879
V22-018064,VIOL CTER,VR22-244102,2022/03/03 18:41:00+00,,,,40218,,,2022/03/03 13:56:00,2022/03/03 00:00:00,COMPLIED,R22-244102,91.071,23880
V22-017854,CIVIL PEN,02-100213,2022/01/24 15:54:00+00,A22-098819-1,NUISANCE BARK,OFFICER MCKECHNIE,40218,,,2022/04/18 00:00:00,,HAND ADMIN,,91.004,23881
V22-017938,VIOL CTER,VR22-238653,2022/02/10 18:47:00+00,,,,40218,,,2022/02/10 13:57:00,2022/02/10 00:00:00,COMPLIED,R22-238653,91.002,23882
V23-021265,CIVIL PEN,02-100814,2023/04/01 18:33:00+00,A23-113666-1,NUISANCE OTHER,OFFICER MCKECHNIE,40216,,,2023/04/11 14:33:00,2023/07/21 00:00:00,DISMISSED,R23-275320,91.004,23883
V22-018068,VIOL 71,04-2003,2022/03/04 00:49:00+00,A22-100134-2,TRANSPORT ANIMAL,OFFICER HALL,40215,,,2022/05/03 00:00:00,2022/05/12 00:00:00,COMPLIED,R22-245000,91.002,23884
V22-017856,VIOL CTER,VR22-237586,2022/01/24 18:27:00+00,,,,40218,,,2022/01/24 13:27:00,2022/01/24 00:00:00,COMPLIED,R22-237586,91.002,23885
V22-017938,VIOL CTER,VR22-238653,2022/02/10 18:47:00+00,,,,40218,,,2022/02/10 13:57:00,2022/02/10 00:00:00,COMPLIED,R22-238653,91.020,23886
V23-021265,CIVIL PEN,02-100814,2023/04/01 18:33:00+00,A23-113666-1,NUISANCE OTHER,OFFICER MCKECHNIE,40216,,,2023/04/11 14:33:00,2023/07/21 00:00:00,DISMISSED,R23-275320,91.004,23887
V22-018086,WARNING,01-50581,2022/03/06 13:29:00+00,A22-100181-4,STRAY AGGRS,OFFICER COGBURN,40215,,,2022/06/01 00:00:00,2022/08/05 00:00:00,COMPLIED,,91.002,23888
V22-017856,VIOL CTER,VR22-237586,2022/01/24 18:27:00+00,,,,40218,,,2022/01/24 13:27:00,2022/01/24 00:00:00,COMPLIED,R22-237586,91.020,23889
V22-017938,VIOL CTER,VR22-238653,2022/02/10 18:47:00+00,,,,40218,,,2022/02/10 13:57:00,2022/02/10 00:00:00,COMPLIED,R22-238653,91.071,23890
V23-021266,WARN/CP,01-50708,2023/06/05 18:24:00+00,A23-114202-1,STRAY AGGRS,OFFICER GOODMAN,40258,06/15/23,V23-021266,2023/06/01 00:00:00,2023/07/28 00:00:00,COMPLIED,R23-283330,91.020,23891
V22-018087,WARNING,01-50581,2022/03/06 13:29:00+00,A22-100181-4,STRAY AGGRS,OFFICER COGBURN,40215,,,2022/03/20 00:00:00,2022/08/05 00:00:00,COMPLIED,,91.002,23892
V22-017856,VIOL CTER,VR22-237586,2022/01/24 18:27:00+00,,,,40218,,,2022/01/24 13:27:00,2022/01/24 00:00:00,COMPLIED,R22-237586,91.071,23893
V22-017958,VIOL CTER,VR22-239053,2022/02/14 19:00:00+00,,,,,,,2022/02/14 14:13:00,2022/02/14 00:00:00,COMPLIED,,91.002,23894
V23-021267,WARNING,01-50708,2023/04/01 19:08:00+00,A23-114202-1,STRAY AGGRS,OFFICER GOODMAN,40258,,,2023/04/17 00:00:00,2023/04/19 00:00:00,COMPLIED,,91.002,23895
V22-018087,WARNING,01-50581,2022/03/06 13:29:00+00,A22-100181-4,STRAY AGGRS,OFFICER COGBURN,40215,,,2022/03/20 00:00:00,2022/08/05 00:00:00,COMPLIED,,91.002,23896
V22-017858,VIOL CTER,VR22-237588,2022/01/24 18:56:00+00,,,,40218,,,2022/01/24 13:56:00,2022/01/24 00:00:00,COMPLIED,R22-237588,91.002,23897
V22-017964,VIOL CTER,VR22-238965,2022/02/14 23:05:00+00,,,,40218,,,2022/02/14 18:05:00,2022/02/14 00:00:00,COMPLIED,R22-238965,91.002,23898
V23-021268,CIVIL PEN,02-101489,2023/04/01 19:08:00+00,A23-114202-1,STRAY AGGRS,OFFICER GOODMAN,40258,,,2023/04/11 00:00:00,2023/04/11 00:00:00,COMPLIED,R23-274764,91.002,23899
V22-018088,VIOL NOTIC,01-52172,2022/03/05 20:12:00+00,A22-100195-1,INVESTIGAT ABUSE,OFFICER RATLIFF,40205,,,2022/07/10 00:00:00,2022/06/22 00:00:00,COMPLIED,R22-252594,91.020,23900
V22-017858,VIOL CTER,VR22-237588,2022/01/24 18:56:00+00,,,,40218,,,2022/01/24 13:56:00,2022/01/24 00:00:00,COMPLIED,R22-237588,91.071,23901
V22-017964,VIOL CTER,VR22-238965,2022/02/14 23:05:00+00,,,,40218,,,2022/02/14 18:05:00,2022/02/14 00:00:00,COMPLIED,R22-238965,91.020,23902
V22-017859,VOTC/CITE,VR22-237592,2022/01/24 19:41:00+00,,,,40215,03/01/22,P361963,2022/01/24 14:41:00,,CONV CITA,,91.002,23903
V23-021281,VIOL CTER,VR23-274224,2023/04/03 22:07:00+00,,,,40218,,,2023/04/03 18:30:00,2023/04/03 00:00:00,COMPLIED,R23-274224,91.002,23904
V22-018089,CIT DD/PDD,P361983,2022/03/06 18:47:00+00,A22-100020-5,INVESTIGAT BITE,OFFICER GOODMAN,40203,03/28/22,,,,,,91.150,23905
V23-021282,VIOL CTER,VR23-274221,2023/04/03 21:12:00+00,,,,40218,,,2023/04/03 18:30:00,2023/04/03 00:00:00,COMPLIED,R23-274224,91.002,23906
V22-017859,VOTC/CITE,VR22-237592,2022/01/24 19:41:00+00,,,,40215,03/01/22,P361963,2022/01/24 14:41:00,,CONV CITA,,91.020,23907
V22-017964,VIOL CTER,VR22-238965,2022/02/14 23:05:00+00,,,,40218,,,2022/02/14 18:05:00,2022/02/14 00:00:00,COMPLIED,R22-238965,91.071,23908
V21-017700,CIT DD/PDD,P193809,2021/12/30 23:12:00+00,A21-098034-2,INVESTIGAT ANI ATTACK,OFFICER SABATINI,40219,01/12/22,,,,,,91.150,23909
V21-017698,VIOL CTER,VR21-236434,2021/12/30 22:53:00+00,,,,40218,,,2021/12/30 17:53:00,2021/12/30 00:00:00,COMPLIED,R21-236434,91.002,23910
V23-021282,VIOL CTER,VR23-274221,2023/04/03 21:12:00+00,,,,40218,,,2023/04/03 18:30:00,2023/04/03 00:00:00,COMPLIED,R23-274224,91.020,23911
V22-017965,VIOL CTER,VR22-239071,2022/02/14 23:09:00+00,,,,40218,,,2022/03/14 00:00:00,2022/03/20 00:00:00,DISMISSED,,91.002,23912
V22-017777,CITATION,P193772,2022/01/13 17:58:00+00,A22-098530-1,ASSIST SHERIFF,OFFICER COGBURN,40212,02/04/22,,,,,,91.020,23913
V21-017698,VIOL CTER,VR21-236434,2021/12/30 22:53:00+00,,,,40218,,,2021/12/30 17:53:00,2021/12/30 00:00:00,COMPLIED,R21-236434,91.020,23914
V23-021282,VIOL CTER,VR23-274221,2023/04/03 21:12:00+00,,,,40218,,,2023/04/03 18:30:00,2023/04/03 00:00:00,COMPLIED,R23-274224,91.071,23915
V22-017965,VIOL CTER,VR22-239071,2022/02/14 23:09:00+00,,,,40218,,,2022/03/14 00:00:00,2022/03/20 00:00:00,DISMISSED,,91.020,23916
V22-017777,CITATION,P193772,2022/01/13 17:58:00+00,A22-098530-1,ASSIST SHERIFF,OFFICER COGBURN,40212,02/04/22,,,,,,91.090,23917
V21-017698,VIOL CTER,VR21-236434,2021/12/30 22:53:00+00,,,,40218,,,2021/12/30 17:53:00,2021/12/30 00:00:00,COMPLIED,R21-236434,91.071,23918
V23-021283,VET,VR23-274221,2023/04/03 21:12:00+00,,,,40218,,,2023/04/13 00:00:00,2023/07/05 00:00:00,COMPLIED,,91.090,23919
V22-017965,VIOL CTER,VR22-239071,2022/02/14 23:09:00+00,,,,40218,,,2022/03/14 00:00:00,2022/03/20 00:00:00,DISMISSED,,91.071,23920
V22-017779,VIOL 71,04-3930,2022/01/13 19:34:00+00,A22-098530-2,TRANSPORT ANIMAL,OFFICER COGBURN,40212,,,2022/03/15 00:00:00,2022/03/18 00:00:00,DISMISSED,,91.020,23921
V21-017699,VOTC/CITE,VR21-236430,2021/12/30 21:58:00+00,,,,40218,01/19/22,P198650,2021/12/30 16:58:00,,CONV CITA,,91.002,23922
V23-021289,VOTC/CITE,VR23-274005,2023/03/30 22:19:00+00,,,,40218,04/20/23,P360125,2023/03/30 18:19:00,,CONV CITA,,91.002,23923
V22-017965,VIOL CTER,VR22-239071,2022/02/14 23:09:00+00,,,,40218,,,2022/03/14 00:00:00,2022/03/20 00:00:00,DISMISSED,,91.090,23924
V22-017822,CIVIL PEN,02-100714,2022/01/19 19:52:00+00,A22-098660-3,INVESTIGAT ANI ATTACK,OFFICER HALL,40223,,,2022/01/29 00:00:00,2022/01/26 00:00:00,COMPLIED,,91.002,23925
V21-017699,VOTC/CITE,VR21-236430,2021/12/30 21:58:00+00,,,,40218,01/19/22,P198650,2021/12/30 16:58:00,,CONV CITA,,91.020,23926
V23-021289,VOTC/CITE,VR23-274005,2023/03/30 22:19:00+00,,,,40218,04/20/23,P360125,2023/03/30 18:19:00,,CONV CITA,,91.020,23927
V22-017966,VIOL CTER,VR22-239065,2022/02/14 20:56:00+00,,,,40218,,,2022/02/14 15:56:00,2022/02/14 00:00:00,COMPLIED,R22-239065,91.002,23928
V22-017828,CIT DD/PDD,N918600,2022/01/19 19:13:00+00,A22-098454-5,INVESTIGAT BITE,OFFICER THOMPSON,40118,02/10/22,,,,,,91.150,23929
V21-017699,VOTC/CITE,VR21-236430,2021/12/30 21:58:00+00,,,,40218,01/19/22,P198650,2021/12/30 16:58:00,,CONV CITA,,91.071,23930
V23-021289,VOTC/CITE,VR23-274005,2023/03/30 22:19:00+00,,,,40218,04/20/23,P360125,2023/03/30 18:19:00,,CONV CITA,,91.071,23931
V22-017966,VIOL CTER,VR22-239065,2022/02/14 20:56:00+00,,,,40218,,,2022/02/14 15:56:00,2022/02/14 00:00:00,COMPLIED,R22-239065,91.071,23932
V21-017699,VOTC/CITE,VR21-236430,2021/12/30 21:58:00+00,,,,40218,01/19/22,P198650,2021/12/30 16:58:00,,CONV CITA,,91.002,23933
V23-021289,VOTC/CITE,VR23-274005,2023/03/30 22:19:00+00,,,,40218,04/20/23,P360125,2023/03/30 18:19:00,,CONV CITA,,91.020,23934
V22-017967,CIT DD/PDD,N918166,2022/02/14 20:56:00+00,A22-099482-2,INVESTIGAT BITE,OFFICER MCMICHAEL,40218,03/07/22,,,,,,91.002,23935
V22-017828,CIT DD/PDD,N918600,2022/01/19 19:13:00+00,A22-098454-5,INVESTIGAT BITE,OFFICER THOMPSON,40118,02/10/22,,,,,,91.072,23936
V21-017699,VOTC/CITE,VR21-236430,2021/12/30 21:58:00+00,,,,40218,01/19/22,P198650,2021/12/30 16:58:00,,CONV CITA,,91.020,23937
V23-021289,VOTC/CITE,VR23-274005,2023/03/30 22:19:00+00,,,,40218,04/20/23,P360125,2023/03/30 18:19:00,,CONV CITA,,91.002,23938
V22-017967,CIT DD/PDD,N918166,2022/02/14 20:56:00+00,A22-099482-2,INVESTIGAT BITE,OFFICER MCMICHAEL,40218,03/07/22,,,,,,91.004,23939
V22-017828,CIT DD/PDD,N918600,2022/01/19 19:13:00+00,A22-098454-5,INVESTIGAT BITE,OFFICER THOMPSON,40118,02/10/22,,,,,,91.020,23940
V21-017699,VOTC/CITE,VR21-236430,2021/12/30 21:58:00+00,,,,40218,01/19/22,P198650,2021/12/30 16:58:00,,CONV CITA,,91.071,23941
V23-021289,VOTC/CITE,VR23-274005,2023/03/30 22:19:00+00,,,,40218,04/20/23,P360125,2023/03/30 18:19:00,,CONV CITA,,91.071,23942
V22-017967,CIT DD/PDD,N918166,2022/02/14 20:56:00+00,A22-099482-2,INVESTIGAT BITE,OFFICER MCMICHAEL,40218,03/07/22,,,,,,91.150,23943
V22-017828,CIT DD/PDD,N918600,2022/01/19 19:13:00+00,A22-098454-5,INVESTIGAT BITE,OFFICER THOMPSON,40118,02/10/22,,,,,,91.020,23944
V22-017745,VOTC/CITE,VR22-236806,2022/01/07 23:17:00+00,,,,40218,01/18/22,P361956,2022/01/07 18:17:00,,CONV CITA,,91.020,23945
V23-021290,CIT DD/PDD,N918892,2023/04/04 19:22:00+00,A23-114284-3,INVESTIGAT ANI ATTACK,OFFICER FISHER,40220,04/17/23,,,,,,91.150,23946
V22-017976,CIT DD/PDD,P193813,2022/02/17 00:55:00+00,A22-099584-3,INVESTIGAT BITE,OFFICER SABATINI,40218,03/09/22,,,,,,91.150,23947
V22-017829,WARNING,01-50539,2022/01/20 18:30:00+00,A22-098727-1,INVESTIGAT ABAN,OFFICER THOMPSON,40272,,,2022/07/10 00:00:00,2022/07/27 00:00:00,COMPLIED,,91.020,23948
V22-017745,VOTC/CITE,VR22-236806,2022/01/07 23:17:00+00,,,,40218,01/18/22,P361956,2022/01/07 18:17:00,,CONV CITA,,91.071,23949
V23-021290,CIT DD/PDD,N918892,2023/04/04 19:22:00+00,A23-114284-3,INVESTIGAT ANI ATTACK,OFFICER FISHER,40220,04/17/23,,,,,,91.002,23950
V22-017976,CIT DD/PDD,P193813,2022/02/17 00:55:00+00,A22-099584-3,INVESTIGAT BITE,OFFICER SABATINI,40218,03/09/22,,,,,,91.150,23951
V22-017833,CITATION,P361905,2022/01/20 22:54:00+00,A22-098695-6,ASSIST ACO,OFFICER COLLINS,40211,02/10/22,,,,,,91.090,23952
V22-017751,VRED/CP,VR22-236818,2022/04/03 17:28:00+00,A22-098383-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,04/13/22,V22-017751,2022/02/27 18:00:00,,HAND ADMIN,,91.071,23953
V23-021290,CIT DD/PDD,N918892,2023/04/04 19:22:00+00,A23-114284-3,INVESTIGAT ANI ATTACK,OFFICER FISHER,40220,04/17/23,,,,,,91.020,23954
V22-017983,CITATION,P193614,2022/02/18 17:44:00+00,A22-099677-2,ASSIST ACO,OFFICER MCKECHNIE,40205,03/21/22,,,,,,91.002,23955
V22-017833,CITATION,P361905,2022/01/20 22:54:00+00,A22-098695-6,ASSIST ACO,OFFICER COLLINS,40211,02/10/22,,,,,,91.091,23956
V22-017758,VOTC/CITE,VR22-236890,2022/01/10 17:24:00+00,,,,40218,01/31/22,P361958,2022/01/10 00:00:00,,CONV CITA,,91.002,23957
V23-021291,VOTC/CP,VR23-274003,2023/05/15 19:52:00+00,,,,40218,05/25/23,V23-021291,2023/05/04 00:00:00,,HAND ADMIN,,91.002,23958
V22-017983,CITATION,P193614,2022/02/18 17:44:00+00,A22-099677-2,ASSIST ACO,OFFICER MCKECHNIE,40205,03/21/22,,,,,,91.020,23959
V22-017851,VIOL CTER,VR22-237503,2022/01/23 18:55:00+00,,,,40218,,,2022/01/23 13:55:00,2022/01/23 00:00:00,COMPLIED,R22-237503,91.002,23960
V22-017758,VOTC/CITE,VR22-236890,2022/01/10 17:24:00+00,,,,40218,01/31/22,P361958,2022/01/10 00:00:00,,CONV CITA,,91.020,23961
V23-021291,VOTC/CP,VR23-274003,2023/05/15 19:52:00+00,,,,40218,05/25/23,V23-021291,2023/05/04 00:00:00,,HAND ADMIN,,91.020,23962
